#Province id 0 is ignored, hard coded.
0;0;0;0;;x;;;;;;;;;;;;;;;;;,
74;83;170;172;x;x;;;;;;;;;;;;;;;;;;;,
75;29;38;232;x;x;;;;;;;;;;;;;;;;;;;,
76;253;204;31;x;x;;;;;;;;;;;;;;;;;;;,
77;0;0;120;x;x;;;;;;;;;;;;;;;;;;;,
78;67;195;235;x;x;;;;;;;;;;;;;;;;;;;,
79;11;232;189;x;x;;;;;;;;;;;;;;;;;;;,
80;98;134;15;x;x;;;;;;;;;;;;;;;;;;;,
81;199;179;103;x;x;;;;;;;;;;;;;;;;;;;,
82;238;28;85;x;x;;;;;;;;;;;;;;;;;;;,
83;64;171;126;x;x;;;;;;;;;;;;;;;;;;;,
84;17;212;172;x;x;;;;;;;;;;;;;;;;;;;,
85;62;42;104;x;x;;;;;;;;;;;;;;;;;;;,
86;35;94;122;x;x;;;;;;;;;;;;;;;;;;;,
87;25;124;210;x;x;;;;;;;;;;;;;;;;;;;,
88;150;201;231;x;x;;;;;;;;;;;;;;;;;;;,
89;80;166;247;x;x;;;;;;;;;;;;;;;;;;;,
90;190;147;246;x;x;;;;;;;;;;;;;;;;;;;,
91;105;3;145;x;x;;;;;;;;;;;;;;;;;;;,
92;182;5;106;x;x;;;;;;;;;;;;;;;;;;;,
93;23;168;156;x;x;;;;;;;;;;;;;;;;;;;,
94;86;210;116;x;x;;;;;;;;;;;;;;;;;;;,
95;229;4;45;x;x;;;;;;;;;;;;;;;;;;;,
96;139;159;47;x;x;;;;;;;;;;;;;;;;;;;,
97;171;35;141;x;x;;;;;;;;;;;;;;;;;;;,
98;91;64;0;x;x;;;;;;;;;;;;;;;;;;;,
99;155;76;22;x;x;;;;;;;;;;;;;;;;;;;,
100;97;74;56;x;x;;;;;;;;;;;;;;;;;;;,
101;198;196;11;x;x;;;;;;;;;;;;;;;;;;;,
102;142;147;71;x;x;;;;;;;;;;;;;;;;;;;,
103;247;169;0;x;x;;;;;;;;;;;;;;;;;;;,
104;159;252;13;x;x;;;;;;;;;;;;;;;;;;;,
105;145;16;123;x;x;;;;;;;;;;;;;;;;;;;,
106;53;66;251;x;x;;;;;;;;;;;;;;;;;;;,
107;0;170;180;x;x;;;;;;;;;;;;;;;;;;;,
108;175;181;209;x;x;;;;;;;;;;;;;;;;;;;,
109;0;64;64;x;x;;;;;;;;;;;;;;;;;;;,
110;87;171;45;x;x;;;;;;;;;;;;;;;;;;;,
111;37;220;180;x;x;;;;;;;;;;;;;;;;;;;,
112;217;176;33;x;x;;;;;;;;;;;;;;;;;;;,
113;37;53;244;x;x;;;;;;;;;;;;;;;;;;;,
114;228;84;52;x;x;;;;;;;;;;;;;;;;;;;,
115;228;124;14;x;x;;;;;;;;;;;;;;;;;;;,
116;151;155;117;x;x;;;;;;;;;;;;;;;;;;;,
117;217;210;118;x;x;;;;;;;;;;;;;;;;;;;,
118;5;19;120;x;x;;;;;;;;;;;;;;;;;;;,
119;102;112;42;x;x;;;;;;;;;;;;;;;;;;;,
120;19;225;131;x;x;;;;;;;;;;;;;;;;;;;,
121;136;111;126;x;x;;;;;;;;;;;;;;;;;;;,
122;197;127;242;x;x;;;;;;;;;;;;;;;;;;;,
123;52;156;67;x;x;;;;;;;;;;;;;;;;;;;,
124;6;87;177;x;x;;;;;;;;;;;;;;;;;;;,
125;2;123;240;x;x;;;;;;;;;;;;;;;;;;;,
126;214;21;31;x;x;;;;;;;;;;;;;;;;;;;,
127;8;124;140;x;x;;;;;;;;;;;;;;;;;;;,
128;156;186;57;x;x;;;;;;;;;;;;;;;;;;;,
129;5;1;143;x;x;;;;;;;;;;;;;;;;;;;,
130;0;64;56;x;x;;;;;;;;;;;;;;;;;;;,
131;0;64;127;x;x;;;;;;;;;;;;;;;;;;;,
132;165;21;148;x;x;;;;;;;;;;;;;;;;;;;,
133;12;174;105;x;x;;;;;;;;;;;;;;;;;;;,
134;6;71;147;x;x;;;;;;;;;;;;;;;;;;;,
135;103;235;111;x;x;;;;;;;;;;;;;;;;;;;,
136;45;171;124;x;x;;;;;;;;;;;;;;;;;;;,
137;91;150;244;x;x;;;;;;;;;;;;;;;;;;;,
138;100;254;231;x;x;;;;;;;;;;;;;;;;;;;,
139;87;63;26;x;x;;;;;;;;;;;;;;;;;;;,
140;29;149;204;x;x;;;;;;;;;;;;;;;;;;;,
141;75;232;221;x;x;;;;;;;;;;;;;;;;;;;,
142;202;200;117;x;x;;;;;;;;;;;;;;;;;;;,
143;158;233;253;x;x;;;;;;;;;;;;;;;;;;;,
144;166;190;50;x;x;;;;;;;;;;;;;;;;;;;,
145;56;243;250;x;x;;;;;;;;;;;;;;;;;;;,
146;65;187;63;x;x;;;;;;;;;;;;;;;;;;;,
147;56;165;110;x;x;;;;;;;;;;;;;;;;;;;,
148;169;96;142;x;x;;;;;;;;;;;;;;;;;;;,
149;70;126;53;x;x;;;;;;;;;;;;;;;;;;;,
150;195;236;208;x;x;;;;;;;;;;;;;;;;;;;,
151;175;25;108;x;x;;;;;;;;;;;;;;;;;;;,
152;141;229;208;x;x;;;;;;;;;;;;;;;;;;;,
153;14;74;42;x;x;;;;;;;;;;;;;;;;;;;,
154;126;152;80;x;x;;;;;;;;;;;;;;;;;;;,
155;235;140;15;x;x;;;;;;;;;;;;;;;;;;;,
156;71;6;16;x;x;;;;;;;;;;;;;;;;;;;,
157;95;102;85;x;x;;;;;;;;;;;;;;;;;;;,
158;161;156;197;x;x;;;;;;;;;;;;;;;;;;;,
159;235;56;99;x;x;;;;;;;;;;;;;;;;;;;,
160;208;142;221;x;x;;;;;;;;;;;;;;;;;;;,
161;25;166;115;x;x;;;;;;;;;;;;;;;;;;;,
162;160;250;237;x;x;;;;;;;;;;;;;;;;;;;,
163;26;75;236;x;x;;;;;;;;;;;;;;;;;;;,
164;5;13;131;x;x;;;;;;;;;;;;;;;;;;;,
165;230;24;191;x;x;;;;;;;;;;;;;;;;;;;,
166;65;235;105;x;x;;;;;;;;;;;;;;;;;;;,
167;85;164;178;x;x;;;;;;;;;;;;;;;;;;;,
168;0;58;62;x;x;;;;;;;;;;;;;;;;;;;,
169;126;154;187;x;x;;;;;;;;;;;;;;;;;;;,
170;141;118;36;x;x;;;;;;;;;;;;;;;;;;;,
171;139;172;77;x;x;;;;;;;;;;;;;;;;;;;,
172;152;240;0;x;x;;;;;;;;;;;;;;;;;;;,
173;33;62;53;x;x;;;;;;;;;;;;;;;;;;;,
174;113;216;44;x;x;;;;;;;;;;;;;;;;;;;,
175;28;136;189;x;x;;;;;;;;;;;;;;;;;;;,
176;104;181;124;x;x;;;;;;;;;;;;;;;;;;;,
177;0;21;37;x;x;;;;;;;;;;;;;;;;;;;,
178;45;28;32;x;x;;;;;;;;;;;;;;;;;;;,
179;25;110;120;x;x;;;;;;;;;;;;;;;;;;;,
180;180;162;70;x;x;;;;;;;;;;;;;;;;;;;,
181;111;193;55;x;x;;;;;;;;;;;;;;;;;;;,
182;205;183;142;x;x;;;;;;;;;;;;;;;;;;;,
183;117;63;237;x;x;;;;;;;;;;;;;;;;;;;,
184;13;222;243;x;x;;;;;;;;;;;;;;;;;;;,
185;0;32;194;x;x;;;;;;;;;;;;;;;;;;;,
186;196;226;178;x;x;;;;;;;;;;;;;;;;;;;,
187;240;89;117;x;x;;;;;;;;;;;;;;;;;;;,
188;69;154;59;x;x;;;;;;;;;;;;;;;;;;;,
189;250;250;11;x;x;;;;;;;;;;;;;;;;;;;,
190;0;57;69;x;x;;;;;;;;;;;;;;;;;;;,
191;160;177;239;x;x;;;;;;;;;;;;;;;;;;;,
192;1;79;172;x;x;;;;;;;;;;;;;;;;;;;,
193;9;8;116;x;x;;;;;;;;;;;;;;;;;;;,
194;120;223;120;x;x;;;;;;;;;;;;;;;;;;;,
195;54;61;63;x;x;;;;;;;;;;;;;;;;;;;,
196;24;71;66;x;x;;;;;;;;;;;;;;;;;;;,
197;0;51;102;x;x;;;;;;;;;;;;;;;;;;;,
198;9;196;137;x;x;;;;;;;;;;;;;;;;;;;,
199;5;21;196;x;x;;;;;;;;;;;;;;;;;;;,
200;10;85;33;x;x;;;;;;;;;;;;;;;;;;;,
201;112;140;253;x;x;;;;;;;;;;;;;;;;;;;,
202;184;129;153;x;x;;;;;;;;;;;;;;;;;;;,
203;250;24;35;x;x;;;;;;;;;;;;;;;;;;;,
204;98;252;37;x;x;;;;;;;;;;;;;;;;;;;,
205;140;50;100;x;x;;;;;;;;;;;;;;;;;;;,
206;69;207;125;x;x;;;;;;;;;;;;;;;;;;;,
207;56;183;71;x;x;;;;;;;;;;;;;;;;;;;,
208;31;45;201;x;x;;;;;;;;;;;;;;;;;;;,
209;191;205;160;x;x;;;;;;;;;;;;;;;;;;;,
210;30;250;249;x;x;;;;;;;;;;;;;;;;;;;,
211;33;177;14;x;x;;;;;;;;;;;;;;;;;;;,
212;243;156;76;x;x;;;;;;;;;;;;;;;;;;;,
213;0;64;153;x;x;;;;;;;;;;;;;;;;;;;,
214;180;61;187;x;x;;;;;;;;;;;;;;;;;;;,
215;3;93;223;x;x;;;;;;;;;;;;;;;;;;;,
216;37;120;123;x;x;;;;;;;;;;;;;;;;;;;,
217;2;240;191;x;x;;;;;;;;;;;;;;;;;;;,
218;0;179;151;x;x;;;;;;;;;;;;;;;;;;;,
219;210;120;63;x;x;;;;;;;;;;;;;;;;;;;,
220;153;95;100;x;x;;;;;;;;;;;;;;;;;;;,
221;96;237;211;x;x;;;;;;;;;;;;;;;;;;;,
222;115;184;55;x;x;;;;;;;;;;;;;;;;;;;,
223;255;102;235;x;x;;;;;;;;;;;;;;;;;;;,
224;112;199;124;x;x;;;;;;;;;;;;;;;;;;;,
225;170;251;223;x;x;;;;;;;;;;;;;;;;;;;,
226;210;145;153;x;x;;;;;;;;;;;;;;;;;;;,
227;33;6;17;x;x;;;;;;;;;;;;;;;;;;;,
228;146;125;122;x;x;;;;;;;;;;;;;;;;;;;,
229;136;59;159;x;x;;;;;;;;;;;;;;;;;;;,
230;187;132;196;x;x;;;;;;;;;;;;;;;;;;;,
231;142;234;141;x;x;;;;;;;;;;;;;;;;;;;,
232;239;33;175;x;x;;;;;;;;;;;;;;;;;;;,
233;185;54;29;x;x;;;;;;;;;;;;;;;;;;;,
234;248;25;195;x;x;;;;;;;;;;;;;;;;;;;,
235;175;42;153;x;x;;;;;;;;;;;;;;;;;;;,
236;247;6;254;x;x;;;;;;;;;;;;;;;;;;;,
237;81;58;122;x;x;;;;;;;;;;;;;;;;;;;,
238;224;174;102;x;x;;;;;;;;;;;;;;;;;;;,
239;187;216;152;x;x;;;;;;;;;;;;;;;;;;;,
240;177;65;22;x;x;;;;;;;;;;;;;;;;;;;,
241;47;250;122;x;x;;;;;;;;;;;;;;;;;;;,
242;126;20;210;x;x;;;;;;;;;;;;;;;;;;;,
243;166;73;152;x;x;;;;;;;;;;;;;;;;;;;,
244;39;106;254;x;x;;;;;;;;;;;;;;;;;;;,
245;81;155;175;x;x;;;;;;;;;;;;;;;;;;;,
246;23;112;69;x;x;;;;;;;;;;;;;;;;;;;,
247;243;190;166;x;x;;;;;;;;;;;;;;;;;;;,
248;184;132;211;x;x;;;;;;;;;;;;;;;;;;;,
249;184;77;124;x;x;;;;;;;;;;;;;;;;;;;,
250;129;185;145;x;x;;;;;;;;;;;;;;;;;;;,
251;230;249;247;x;x;;;;;;;;;;;;;;;;;;;,
252;5;25;145;x;x;;;;;;;;;;;;;;;;;;;,
253;45;175;185;x;x;;;;;;;;;;;;;;;;;;;,
254;24;39;5;x;x;;;;;;;;;;;;;;;;;;;,
255;170;148;255;x;x;;;;;;;;;;;;;;;;;;;,
256;204;206;123;x;x;;;;;;;;;;;;;;;;;;;,
257;213;13;5;x;x;;;;;;;;;;;;;;;;;;;,
258;172;29;216;x;x;;;;;;;;;;;;;;;;;;;,
259;164;82;109;x;x;;;;;;;;;;;;;;;;;;;,
260;173;133;191;x;x;;;;;;;;;;;;;;;;;;;,
261;183;170;234;x;x;;;;;;;;;;;;;;;;;;;,
262;147;151;33;x;x;;;;;;;;;;;;;;;;;;;,
263;5;21;186;x;x;;;;;;;;;;;;;;;;;;;,
264;152;208;253;x;x;;;;;;;;;;;;;;;;;;;,
265;211;50;244;x;x;;;;;;;;;;;;;;;;;;;,
266;139;30;253;x;x;;;;;;;;;;;;;;;;;;;,
267;4;24;116;x;x;;;;;;;;;;;;;;;;;;;,
268;144;187;24;x;x;;;;;;;;;;;;;;;;;;;,
269;73;29;63;x;x;;;;;;;;;;;;;;;;;;;,
270;90;122;194;x;x;;;;;;;;;;;;;;;;;;;,
271;167;62;29;x;x;;;;;;;;;;;;;;;;;;;,
272;0;120;90;x;x;;;;;;;;;;;;;;;;;;;,
273;253;0;242;x;x;;;;;;;;;;;;;;;;;;;,
274;163;51;114;x;x;;;;;;;;;;;;;;;;;;;,
275;5;12;210;x;x;;;;;;;;;;;;;;;;;;;,
276;103;5;151;x;x;;;;;;;;;;;;;;;;;;;,
277;201;176;180;x;x;;;;;;;;;;;;;;;;;;;,
278;201;9;248;x;x;;;;;;;;;;;;;;;;;;;,
279;151;83;176;x;x;;;;;;;;;;;;;;;;;;;,
280;14;176;32;x;x;;;;;;;;;;;;;;;;;;;,
281;135;221;83;x;x;;;;;;;;;;;;;;;;;;;,
282;176;119;2;x;x;;;;;;;;;;;;;;;;;;;,
283;40;127;64;x;x;;;;;;;;;;;;;;;;;;;,
284;150;127;86;x;x;;;;;;;;;;;;;;;;;;;,
285;73;68;218;x;x;;;;;;;;;;;;;;;;;;;,
286;5;57;125;x;x;;;;;;;;;;;;;;;;;;;,
287;79;49;98;x;x;;;;;;;;;;;;;;;;;;;,
288;108;161;21;x;x;;;;;;;;;;;;;;;;;;;,
289;188;217;69;x;x;;;;;;;;;;;;;;;;;;;,
290;211;31;20;x;x;;;;;;;;;;;;;;;;;;;,
291;96;238;153;x;x;;;;;;;;;;;;;;;;;;;,
292;20;107;140;x;x;;;;;;;;;;;;;;;;;;;,
293;251;228;203;x;x;;;;;;;;;;;;;;;;;;;,
294;216;196;28;x;x;;;;;;;;;;;;;;;;;;;,
295;219;74;99;x;x;;;;;;;;;;;;;;;;;;;,
296;235;84;236;x;x;;;;;;;;;;;;;;;;;;;,
297;93;13;156;x;x;;;;;;;;;;;;;;;;;;;,
298;60;14;198;x;x;;;;;;;;;;;;;;;;;;;,
299;107;208;84;x;x;;;;;;;;;;;;;;;;;;;,
300;143;122;145;x;x;;;;;;;;;;;;;;;;;;;,
301;168;135;32;x;x;;;;;;;;;;;;;;;;;;;,
302;41;240;1;x;x;;;;;;;;;;;;;;;;;;;,
303;36;73;187;x;x;;;;;;;;;;;;;;;;;;;,
304;0;157;207;x;x;;;;;;;;;;;;;;;;;;;,
305;98;122;135;x;x;;;;;;;;;;;;;;;;;;;,
306;142;105;34;x;x;;;;;;;;;;;;;;;;;;;,
307;168;98;99;x;x;;;;;;;;;;;;;;;;;;;,
308;252;139;231;x;x;;;;;;;;;;;;;;;;;;;,
309;0;44;104;x;x;;;;;;;;;;;;;;;;;;;,
310;45;226;48;x;x;;;;;;;;;;;;;;;;;;;,
311;193;169;181;x;x;;;;;;;;;;;;;;;;;;;,
312;0;170;140;x;x;;;;;;;;;;;;;;;;;;;,
313;229;139;154;x;x;;;;;;;;;;;;;;;;;;;,
314;70;82;12;x;x;;;;;;;;;;;;;;;;;;;,
315;4;24;96;x;x;;;;;;;;;;;;;;;;;;;,
316;116;29;200;x;x;;;;;;;;;;;;;;;;;;;,
317;211;126;254;x;x;;;;;;;;;;;;;;;;;;;,
318;129;95;55;x;x;;;;;;;;;;;;;;;;;;;,
319;146;9;167;x;x;;;;;;;;;;;;;;;;;;;,
320;44;254;174;x;x;;;;;;;;;;;;;;;;;;;,
321;61;148;74;x;x;;;;;;;;;;;;;;;;;;;,
322;0;27;135;x;x;;;;;;;;;;;;;;;;;;;,
323;112;102;233;x;x;;;;;;;;;;;;;;;;;;;,
324;232;68;63;x;x;;;;;;;;;;;;;;;;;;;,
325;157;22;115;x;x;;;;;;;;;;;;;;;;;;;,
326;65;251;78;x;x;;;;;;;;;;;;;;;;;;;,
327;91;50;163;x;x;;;;;;;;;;;;;;;;;;;,
328;188;208;59;x;x;;;;;;;;;;;;;;;;;;;,
329;9;32;174;x;x;;;;;;;;;;;;;;;;;;;,
330;0;153;172;x;x;;;;;;;;;;;;;;;;;;;,
331;108;250;64;x;x;;;;;;;;;;;;;;;;;;;,
332;78;21;241;x;x;;;;;;;;;;;;;;;;;;;,
333;0;120;119;x;x;;;;;;;;;;;;;;;;;;;,
334;12;153;209;x;x;;;;;;;;;;;;;;;;;;;,
335;0;101;150;x;x;;;;;;;;;;;;;;;;;;;,
336;11;179;167;x;x;;;;;;;;;;;;;;;;;;;,
337;102;75;161;x;x;;;;;;;;;;;;;;;;;;;,
338;116;195;104;x;x;;;;;;;;;;;;;;;;;;;,
339;14;239;113;x;x;;;;;;;;;;;;;;;;;;;,
340;223;84;101;x;x;;;;;;;;;;;;;;;;;;;,
341;0;123;129;x;x;;;;;;;;;;;;;;;;;;;,
342;0;145;230;x;x;;;;;;;;;;;;;;;;;;;,
343;250;30;30;x;x;;;;;;;;;;;;;;;;;;;,
344;0;140;160;x;x;;;;;;;;;;;;;;;;;;;,
345;120;96;147;x;x;;;;;;;;;;;;;;;;;;;,
346;41;55;63;x;x;;;;;;;;;;;;;;;;;;;,
347;160;24;223;x;x;;;;;;;;;;;;;;;;;;;,
348;191;5;5;x;x;;;;;;;;;;;;;;;;;;;,
349;123;130;21;x;x;;;;;;;;;;;;;;;;;;;,
350;5;59;200;x;x;;;;;;;;;;;;;;;;;;;,
351;0;47;119;x;x;;;;;;;;;;;;;;;;;;;,
352;239;28;222;x;x;;;;;;;;;;;;;;;;;;;,
353;193;88;205;x;x;;;;;;;;;;;;;;;;;;;,
354;5;6;120;x;x;;;;;;;;;;;;;;;;;;;,
355;28;48;93;x;x;;;;;;;;;;;;;;;;;;;,
356;28;224;72;x;x;;;;;;;;;;;;;;;;;;;,
357;253;199;85;x;x;;;;;;;;;;;;;;;;;;;,
358;0;51;129;x;x;;;;;;;;;;;;;;;;;;;,
359;122;64;13;x;x;;;;;;;;;;;;;;;;;;;,
360;183;142;28;x;x;;;;;;;;;;;;;;;;;;;,
361;0;145;210;x;x;;;;;;;;;;;;;;;;;;;,
362;0;123;132;x;x;;;;;;;;;;;;;;;;;;;,
363;17;94;205;x;x;;;;;;;;;;;;;;;;;;;,
364;228;249;176;x;x;;;;;;;;;;;;;;;;;;;,
365;0;152;175;x;x;;;;;;;;;;;;;;;;;;;,
366;104;163;210;x;x;;;;;;;;;;;;;;;;;;;,
367;3;165;223;x;x;;;;;;;;;;;;;;;;;;;,
368;253;34;73;x;x;;;;;;;;;;;;;;;;;;;,
369;205;186;215;x;x;;;;;;;;;;;;;;;;;;;,
370;5;73;125;x;x;;;;;;;;;;;;;;;;;;;,
371;67;114;6;x;x;;;;;;;;;;;;;;;;;;;,
372;99;68;221;x;x;;;;;;;;;;;;;;;;;;;,
373;104;171;238;x;x;;;;;;;;;;;;;;;;;;;,
374;243;173;104;x;x;;;;;;;;;;;;;;;;;;;,
375;131;92;116;x;x;;;;;;;;;;;;;;;;;;;,
376;91;5;229;x;x;;;;;;;;;;;;;;;;;;;,
377;0;121;213;x;x;;;;;;;;;;;;;;;;;;;,
378;0;27;79;x;x;;;;;;;;;;;;;;;;;;;,
379;205;209;239;x;x;;;;;;;;;;;;;;;;;;;,
380;129;241;49;x;x;;;;;;;;;;;;;;;;;;;,
381;148;26;110;x;x;;;;;;;;;;;;;;;;;;;,
382;0;1;159;x;x;;;;;;;;;;;;;;;;;;;,
383;114;10;175;x;x;;;;;;;;;;;;;;;;;;;,
384;173;201;12;x;x;;;;;;;;;;;;;;;;;;;,
385;67;173;159;x;x;;;;;;;;;;;;;;;;;;;,
386;0;130;150;x;x;;;;;;;;;;;;;;;;;;;,
387;82;12;240;x;x;;;;;;;;;;;;;;;;;;;,
388;0;53;103;x;x;;;;;;;;;;;;;;;;;;;,
389;192;44;163;x;x;;;;;;;;;;;;;;;;;;;,
390;254;114;40;x;x;;;;;;;;;;;;;;;;;;;,
391;5;149;7;x;x;;;;;;;;;;;;;;;;;;;,
392;167;1;205;x;x;;;;;;;;;;;;;;;;;;;,
393;174;28;156;x;x;;;;;;;;;;;;;;;;;;;,
394;4;249;90;x;x;;;;;;;;;;;;;;;;;;;,
395;0;57;127;x;x;;;;;;;;;;;;;;;;;;;,
396;41;94;99;x;x;;;;;;;;;;;;;;;;;;;,
397;22;165;95;x;x;;;;;;;;;;;;;;;;;;;,
398;13;220;82;x;x;;;;;;;;;;;;;;;;;;;,
399;0;145;162;x;x;;;;;;;;;;;;;;;;;;;,
400;224;39;36;x;x;;;;;;;;;;;;;;;;;;;,
401;89;130;51;x;x;;;;;;;;;;;;;;;;;;;,
402;205;50;223;x;x;;;;;;;;;;;;;;;;;;;,
403;74;204;208;x;x;;;;;;;;;;;;;;;;;;;,
404;198;142;15;x;x;;;;;;;;;;;;;;;;;;;,
405;220;121;88;x;x;;;;;;;;;;;;;;;;;;;,
406;163;120;252;x;x;;;;;;;;;;;;;;;;;;;,
407;200;102;101;x;x;;;;;;;;;;;;;;;;;;;,
408;134;18;97;x;x;;;;;;;;;;;;;;;;;;;,
409;59;245;56;x;x;;;;;;;;;;;;;;;;;;;,
410;77;81;157;x;x;;;;;;;;;;;;;;;;;;;,
411;18;249;129;x;x;;;;;;;;;;;;;;;;;;;,
412;166;116;51;x;x;;;;;;;;;;;;;;;;;;;,
413;9;88;204;x;x;;;;;;;;;;;;;;;;;;;,
414;200;252;25;x;x;;;;;;;;;;;;;;;;;;;,
415;213;149;67;x;x;;;;;;;;;;;;;;;;;;;,
416;96;247;154;x;x;;;;;;;;;;;;;;;;;;;,
417;191;18;117;x;x;;;;;;;;;;;;;;;;;;;,
418;154;238;15;x;x;;;;;;;;;;;;;;;;;;;,
419;246;200;38;x;x;;;;;;;;;;;;;;;;;;;,
420;220;60;189;x;x;;;;;;;;;;;;;;;;;;;,
421;236;228;139;x;x;;;;;;;;;;;;;;;;;;;,
422;213;3;121;x;x;;;;;;;;;;;;;;;;;;;,
423;0;32;207;x;x;;;;;;;;;;;;;;;;;;;,
424;57;36;33;x;x;;;;;;;;;;;;;;;;;;;,
425;216;223;103;x;x;;;;;;;;;;;;;;;;;;;,
426;214;165;69;x;x;;;;;;;;;;;;;;;;;;;,
427;194;97;246;x;x;;;;;;;;;;;;;;;;;;;,
428;203;244;71;x;x;;;;;;;;;;;;;;;;;;;,
429;165;89;90;x;x;;;;;;;;;;;;;;;;;;;,
430;24;165;15;x;x;;;;;;;;;;;;;;;;;;;,
431;244;74;122;x;x;;;;;;;;;;;;;;;;;;;,
432;151;193;215;x;x;;;;;;;;;;;;;;;;;;;,
433;131;221;255;x;x;;;;;;;;;;;;;;;;;;;,
434;3;231;33;x;x;;;;;;;;;;;;;;;;;;;,
